,Title,Company,Pack,Link,Discounted Price,Orignal Price
2548,Q-Palgite 120ml,Wood Wards,Pack Size: 120ml,https://dawaai.pk/medicine/q-palgite-120ml-syp-7269.html,207,230
2549,Q-Plex,Wood Wards,Pack Size: 120ml,https://dawaai.pk/medicine/q-plex-120ml-syp-7270.html,248,276
2550,Qsartan,High-Q,Pack Size: 2x10's,https://dawaai.pk/medicine/qsartan-50mg-tab-20s-9769.html,166,184
2551,Qpro,Bosch,Pack Size: 2x7s,https://dawaai.pk/medicine/qpro-19856.html,88,97
2552,Qpro,Bosch,Pack Size: 2x7s,https://dawaai.pk/medicine/qpro-1-19857.html,135,150
2553,Qpro,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/qpro-2-19858.html,284,315
2554,Qlena,Bosch,Pack Size: 10s,https://dawaai.pk/medicine/qlena-20313.html,140,155
2555,Qlena,Bosch,Pack Size: 10s,https://dawaai.pk/medicine/qlena-1-20314.html,270,300
2556,Quest,PDH,Pack Size: 10s,https://dawaai.pk/medicine/quest-1-20316.html,176,195
2557,Qumic,Bosch,Pack Size: 1 Vialx100ml,https://dawaai.pk/medicine/qumic-20324.html,288,320
2558,Qumic,Bosch,Pack Size: 10s,https://dawaai.pk/medicine/qumic-1-20325.html,252,280
2559,Qumic,Bosch,Pack Size: 10s,https://dawaai.pk/medicine/qumic-2-20326.html,279,310
2560,Qumic,Bosch,Pack Size: 10s,https://dawaai.pk/medicine/qumic-3-20327.html,260,289
2561,Quvoxin,Amarant,Pack Size: 1x10's,https://dawaai.pk/medicine/quvoxin-20328.html,198,220
2562,Quvoxin,Amarant,Pack Size: 1x10's,https://dawaai.pk/medicine/quvoxin-1-20329.html,191,212
2563,Q-Bact,High-Q,Pack Size: 1 Vial,https://dawaai.pk/medicine/q-bact-26006.html,399,444
2564,Q-Bact,High-Q,Pack Size: 1 Vial,https://dawaai.pk/medicine/q-bact-1-26007.html,559,621
2565,Qink,Wilshire,Pack Size: 10's,https://dawaai.pk/medicine/qink-26511.html,261,290
2566,Qzon,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/qzon-27376.html,279,310
2567,Qzon,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/qzon-1-27377.html,99,110
2568,Qzon,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/qzon-2-27378.html,171,190
2569,Qzon,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/qzon-3-27379.html,279,310
2570,Qzon,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/qzon-5-27381.html,135,150
2571,Qluz,Wilshire,Pack Size: 2x10's,https://dawaai.pk/medicine/qluz-36112.html,83,93
2572,Qsartan Plus,High-Q,Pack Size: 2x10's,https://dawaai.pk/medicine/qsartan-plus-50125mg-37285.html,200,222
2573,Quetap 100mg,Platinum,Pack Size: 3x10's,https://dawaai.pk/medicine/quetap-100mg-37304.html,270,300
2574,Qbal,Bosch,Pack Size: 2x15's,https://dawaai.pk/medicine/qbal-37639.html,132,146
2575,Qmetem-P,Bosch,Pack Size: 5 Amp,https://dawaai.pk/medicine/qmetem-p-37826.html,446,495
2576,Qmetem 15/90mg,Bosch,Pack Size: 30ml,https://dawaai.pk/medicine/qmetem-1590mg-37827.html,113,125
2577,Qmetem 15/90mg 60ml,Bosch,Pack Size: 60ml,https://dawaai.pk/medicine/qmetem-1590mg-60ml-37828.html,203,225
2578,QCO 50mg,ICI Pakistan Limited,Pack Size: 3 x 10's,https://dawaai.pk/medicine/qco-50mg-38364.html,360,400
2579,Qusel,Hilton,Pack Size: 3x10's,https://dawaai.pk/medicine/qusel-200mg-38479.html,483,537
2580,Qsartan,High-Q,Pack Size: 2x10's,https://dawaai.pk/medicine/qsartan-43213.html,92,103
2581,Quench,Ferozsons,Pack Size: 50gm,https://dawaai.pk/medicine/quench-43269.html,231,257
2582,Qbal 500mcg IM / IV-INJ,Bosch,Pack Size: 10 Amp,https://dawaai.pk/medicine/qbal-500mcg-im-iv-inj-43434.html,31,34
2583,QCO 100mg,ICI Pakistan Limited,Pack Size: 30,https://dawaai.pk/medicine/qco-100mg-43820.html,618,687
2584,Qazzo,Wilshire,Pack Size: 1x10's,https://dawaai.pk/medicine/qazzo-46380.html,360,400
2585,Qfolic,Highnoon,Pack Size: 1x30's,https://dawaai.pk/medicine/qfolic-46503.html,405,450
2586,Qusel XR,Hilton,Pack Size: 1 x 10's,https://dawaai.pk/medicine/-46722.html,518,575
2587,Qusel-XR,Hilton,Pack Size: 1 x 10's,https://dawaai.pk/medicine/qusel-xr-150-mg-tablets-1-x-10s-pack-47865.html,455,505
2588,Qosmet,Wilshire,Pack Size: 2 x 5's,https://dawaai.pk/medicine/qosmet-500-mg-50-mg-capsules-2-x-5s-pack-48106.html,126,140
2589,Quitin,Werick,Pack Size: 2 x 10's,https://dawaai.pk/medicine/quitin-100-mg-tablets-2-x-10s-pack-50050.html,270,300
2590,Q-Role,Maxitech Pharma,Pack Size: 3 x 10's,https://dawaai.pk/medicine/q-role-50-mg-15iu-softgel-capsules-3-x-10s-pack-50054.html,285,317
2591,Qazzo,Wilshire,Pack Size: 1 x 10's,https://dawaai.pk/medicine/qazzo-10-mg-tablets-1-x-10s-pack-50059.html,95,106
2592,Qentel,Wilshire,Pack Size: 1x10's,https://dawaai.pk/medicine/qentel-18519.html,50,50
2593,Qzon,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/qzon-4-27380.html,90,90
2594,Recol,Barrett,Pack Size: 10,https://dawaai.pk/medicine/Recol-Tablet5-90.html,204,227
2595,Recol 20mg,Barrett,Pack Size: 10,https://dawaai.pk/medicine/Recol-Tablet10-91.html,322,357
2596,Rotec,Searle,Pack Size: 2x10's,https://dawaai.pk/medicine/rotec-75mg-323.html,196,218
2597,Requip 0.25mg,GlaxoSmithKline,Pack Size: 21,https://dawaai.pk/medicine/requip-025mg-538.html,177,197
2598,Requip 2mg,GlaxoSmithKline,Pack Size: 21,https://dawaai.pk/medicine/requip-025mg-540.html,362,402
2599,Ramipace 1.25mg,Pharm Evo,Pack Size: 2x14's,https://dawaai.pk/medicine/ramipace-125mg-568.html,175,195
2600,Ramipace 2.5mg,Pharm Evo,Pack Size: 2x14's,https://dawaai.pk/medicine/ramipace-125mg-569.html,257,285
2601,Ramipace 5mg,Pharm Evo,Pack Size: 2x14's,https://dawaai.pk/medicine/ramipace-125mg-570.html,288,320
2602,Ramipace 10mg,Pharm Evo,Pack Size: 2x14's,https://dawaai.pk/medicine/ramipace-125mg-571.html,358,398
2603,Rolip,Hilton,Pack Size: 1x10's,https://dawaai.pk/medicine/rolip10mg-736.html,315,350
2604,Ronirol,Hilton,Pack Size: 3x7's,https://dawaai.pk/medicine/ronirol-807.html,243,270
2605,Revoc,Platinum,Pack Size: 10s,https://dawaai.pk/medicine/revoc-980.html,171,190
2606,Ruling,High-Q,Pack Size: 2x7's,https://dawaai.pk/medicine/ruling-40mg--996.html,216,240
2607,Risek Insta Sugar Free,Getz Pharma,Pack Size: 1 x 10's Sachets,https://dawaai.pk/medicine/risek-insta-sachet-1113.html,32,36
2608,Rolip,Hilton,Pack Size: 1x10's,https://dawaai.pk/medicine/rolip10mg-1127.html,527,585
2609,Ronirol,Hilton,Pack Size: 3x7's,https://dawaai.pk/medicine/ronirol-1129.html,130,144
2610,Rifaxa 200mg,Ferozsons,Pack Size: 1x10's,https://dawaai.pk/medicine/rifaxa-200mg-1154.html,360,400
2611,Rabixin,Genetics Pharmaceuticals,Pack Size: 2 x 10's,https://dawaai.pk/medicine/rabixin-20mg-1329.html,155,173
2612,Rosubar 5mg,Barrett,Pack Size: 10s,https://dawaai.pk/medicine/rosubar-5mg-1564.html,189,210
2613,Ribazole,Getz Pharma,Pack Size: 1 x 10's,https://dawaai.pk/medicine/ribazole-400mg-1680.html,306,340
2614,Respicare,Genix,Pack Size: 2x7's,https://dawaai.pk/medicine/respi-care-10mg-1682.html,221,245
2615,Revitale-b,GlaxoSmithKline,Pack Size: 45,https://dawaai.pk/medicine/revitale-b-1892.html,226,251
2616,Rino Clenil,Chiesi,Pack Size: 30ml,https://dawaai.pk/medicine/rinoclenil-100-2643.html,955,"1,061"
2617,Rolip,Hilton,Pack Size: 1x10's,https://dawaai.pk/medicine/rolip-5mg-2711.html,203,225
2618,Rabecid,Highnoon,Pack Size: 1x14's,https://dawaai.pk/medicine/rabecid-rabeprazole-10mg-tablet-7283.html,202,224
2619,Rabecid,Highnoon,Pack Size: 1x14's,https://dawaai.pk/medicine/rabecid-20mg-tab-7284.html,379,421
2620,Reline 50MG,Surge,Pack Size: 3x10's,https://dawaai.pk/medicine/reline-50mg-tab-7301.html,306,340
2621,Remethan 50,High-Q,Pack Size: 2x10's,https://dawaai.pk/medicine/remethan-50-diclofenac-sodium-50mg-tablet-7303.html,72,80
2622,Ronirol,Hilton,Pack Size: 3x7's,https://dawaai.pk/medicine/ronirol-ropinirole-2-mg-tablet-7353.html,302,335
2623,REPAR 10MG TAB,Barrett,Pack Size: 1x10's,https://dawaai.pk/medicine/repar-10mg-tab-9783.html,200,222
2624,Rifaxa,Ferozsons,Pack Size: 2x5's,https://dawaai.pk/medicine/rifaxa-550mg-tab-10s-9792.html,428,475
2625,Rocephin,Martin Dow,Pack Size: 1 Vial,https://dawaai.pk/medicine/rocephin-im-1gm-inj-9798.html,"1,120","1,244"
2626,Rondec-C 120 ML,Abbott Laboratories,Pack Size: 1,https://dawaai.pk/medicine/rondec-c-120-ml-cough-syp-9800.html,150,166
2627,Rosubar 20mg,Barrett,Pack Size: 10's,https://dawaai.pk/medicine/rosubar-20mg-tab-10s-9802.html,441,490
2628,Roxvita,High-Q,Pack Size: 3x10's,https://dawaai.pk/medicine/roxvita-multivitamin-formula-30s-9803.html,168,187
2629,Rubifer,AGP,Pack Size: 2x10's,https://dawaai.pk/medicine/rubifer-tab-9804.html,135,150
2630,Ranola,Highnoon,Pack Size: 2x7's,https://dawaai.pk/medicine/ranola-500mg-10021.html,174,194
2631,RayPride,RayPharma,Pack Size: 2x10s,https://dawaai.pk/medicine/raypride-1-11242.html,111,124
2632,RayPride,RayPharma,Pack Size: 2x10s,https://dawaai.pk/medicine/raypride-2-11243.html,167,186
2633,RayPride,RayPharma,Pack Size: 2x10s,https://dawaai.pk/medicine/raypride-3-11244.html,223,247
2634,Raypride-M,RayPharma,Pack Size: 30s,https://dawaai.pk/medicine/raypride-m-11288.html,108,120
2635,Raypride-M,RayPharma,Pack Size: 30s,https://dawaai.pk/medicine/raypride-m-1-11289.html,176,195
2636,Regain xr,Werick,Pack Size: 5 x 10s,https://dawaai.pk/medicine/regain-xr-1-11361.html,23,25
2637,Revalp Tablet,Genetics Pharmaceuticals,Pack Size: 10x10's,https://dawaai.pk/medicine/revalp-2-12297.html,46,51
2638,Revalp,Genetics Pharmaceuticals,Pack Size: 10x10's,https://dawaai.pk/medicine/revalp-3-12298.html,72,80
2639,Raypentin,Ray Pharma,Pack Size: 10,https://dawaai.pk/medicine/raypentin-2-12466.html,135,150
2640,Regab,Amarant,Pack Size: 1x14's,https://dawaai.pk/medicine/regab-1-12671.html,213,237
2641,Relspasm,Wilshire,Pack Size: 2x10s,https://dawaai.pk/medicine/relspasm-13038.html,259,288
2642,Ram-Off,Valor,Pack Size: 15ml,https://dawaai.pk/medicine/ram-off-3-14520.html,149,165
2643,Rayaz,Ray Pharma,Pack Size: 6,https://dawaai.pk/medicine/rayaz-14521.html,366,407
2644,Seradep 5mg,Barrett,Pack Size: 14,https://dawaai.pk/medicine/Seradeptab-Tablet5-164.html,144,160
2645,Seradep 10mg,Barrett,Pack Size: 14,https://dawaai.pk/medicine/Seradeptab-Tablet10-165.html,171,190
2646,Seroxat 20mg,GlaxoSmithKline,Pack Size: 10,https://dawaai.pk/medicine/Seroxattab-Tablet20-168.html,446,496
2647,Sinemet,OBS,Pack Size: 10x10's,https://dawaai.pk/medicine/Sinemettab-Tablet-185.html,231,257
2648,Sofvasc,Wilson's,Pack Size: 30,https://dawaai.pk/medicine/sofvasc-5-mg-290.html,161,178
2649,Sert 50mg,Barrett,Pack Size: 1x10's,https://dawaai.pk/medicine/sert-50mg-336.html,405,450
2650,Serc 16mg,Abbott Laboratories,Pack Size: 3x10's,https://dawaai.pk/medicine/serc-16mg-355.html,241,268
2651,Serc 8mg,Abbott Laboratories,Pack Size: 3x10's,https://dawaai.pk/medicine/serc-8mg-356.html,116,129
2652,Sofvasc,Wilson's,Pack Size: 30,https://dawaai.pk/medicine/sofvasc-5-mg-457.html,314,349
2653,Survive 10mg,Werick,Pack Size: 10,https://dawaai.pk/medicine/survive-10mg-481.html,153,170
2654,Survive 20mg,Werick,Pack Size: 10,https://dawaai.pk/medicine/survive-10mg-482.html,288,320
2655,Sangobion,Merck,Pack Size: 3x10s,https://dawaai.pk/medicine/sangobion--519.html,62,69
2656,Seroquel 25 mg,ICI Pakistan Limited,Pack Size: 3x10's,https://dawaai.pk/medicine/seroquel-25mg-527.html,437,486
2657,Seroquel,ICI Pakistan Limited,Pack Size: 30,https://dawaai.pk/medicine/seroquel-25mg-528.html,"1,542","1,713"
2658,Synalar 30gm,Pharma Health,Pack Size: 1,https://dawaai.pk/medicine/synalar-30gm-ointment-639.html,160,178
2659,Stat-A,High-Q,Pack Size: 2x7's,https://dawaai.pk/medicine/stat-a-20mg-717.html,153,170
2660,Stemetil 5mg,Sanofi,Pack Size: 300,https://dawaai.pk/medicine/stemetil-5mg-723.html,47,52
2661,Stat-A,High-Q,Pack Size: 2x7's,https://dawaai.pk/medicine/stat-a-20mg-788.html,130,144
2662,Skilax 5mg,Highnoon,Pack Size: 1,https://dawaai.pk/medicine/skilax-5mg-878.html,41,46
2663,Stugeron Tablet,Aspin Pharma,Pack Size: 5x10's,https://dawaai.pk/medicine/stugeron-tablet-899.html,29,32
2664,Stugeron Forte,Aspin Pharma,Pack Size: 2x6's,https://dawaai.pk/medicine/stugeron-forte-913.html,117,130
2665,Silliver,Abbott Laboratories,Pack Size: 30,https://dawaai.pk/medicine/siliver-tab-1422.html,363,404
2666,Sunny D Stat,Scotman,Pack Size: 1x1's,https://dawaai.pk/medicine/sunny-d-stat-capsule-vitamin-d3-200000-iu-1452.html,315,350
2667,Sartan 50mg Tablet,Barrett,Pack Size: 10,https://dawaai.pk/medicine/sartan-50mg-tablet-1497.html,261,290
2668,Seacal Tablet,Wilson's,Pack Size: 30,https://dawaai.pk/medicine/seacal-tablet-1541.html,900,"1,000"
2669,Sert 100mg,Barrett,Pack Size: 1x10's,https://dawaai.pk/medicine/sert-100mg-1756.html,585,650
2670,Spasfon,Himont,Pack Size: 3x10's,https://dawaai.pk/medicine/spasfon-1787.html,313,348
2671,Stat-A,High-Q,Pack Size: 2x7's,https://dawaai.pk/medicine/stat-a-40mg-1837.html,207,230
2672,Secnidal 500mg,Sanofi,Pack Size: 1x4's,https://dawaai.pk/medicine/secnidal-500mg-1873.html,92,102
2673,Secnidal Forte,Sanofi,Pack Size: 2's,https://dawaai.pk/medicine/secnidal-forte-1875.html,186,206
2674,Sitagen-M 50/500,Ferozsons,Pack Size: 3x10's,https://dawaai.pk/medicine/sitagen-m-50500-4989.html,335,372
2675,Sulvorid,High-Q,Pack Size: 2x10's,https://dawaai.pk/medicine/sulvorid-50mg-5004.html,178,198
2676,Serc,Abbott Laboratories,Pack Size: 3x10's,https://dawaai.pk/medicine/serc-24mg-5289.html,261,290
2677,SgIndrop D Soft Gels (200000 IU),Neutro,Pack Size: 1,https://dawaai.pk/medicine/indrop-d-soft-gels-6576.html,315,350
2678,Salazodine EC 500 mg,Ferozsons,Pack Size: 1x10's,https://dawaai.pk/medicine/salazodine-ec-tablet-7369.html,115,128
2679,Scabion Lotion,Atco,Pack Size: 60ml,https://dawaai.pk/medicine/scabion-crotamitonsulphur-lotion-60ml-7384.html,153,170
2680,Serlin,Amarant,Pack Size: 2x10's,https://dawaai.pk/medicine/serlin-100mg-tab-7428.html,675,750
2681,Serlin,Amarant,Pack Size: 3x10's,https://dawaai.pk/medicine/serlin-50mg-tab-7429.html,387,430
2682,Simbex,Searle,Pack Size: 1x10's,https://dawaai.pk/medicine/simbex-ezetimibesimvastatin-1010mg-tab-7443.html,331,368
2683,Simbex,Searle,Pack Size: 1x10's,https://dawaai.pk/medicine/simbex-ezetimibesimvastatin-1020mg-tab-7444.html,378,420
2684,Sinaxamol,AGP,Pack Size: 10x10's,https://dawaai.pk/medicine/sinaxamol-orphenadrine-citrateparacetamol-table-7451.html,54,60
2685,Softeal 0.3 % Eye drop,Sante,Pack Size: 10ml,https://dawaai.pk/medicine/softeal-eye-drop-7474.html,266,295
2686,Spasler Neo,AGP,Pack Size: 3x10's,https://dawaai.pk/medicine/spasler-neo-mebeverine-135mg-tablet-7497.html,112,124
2687,SPASMOMEN (Otilonium Bromide) TABLET,Pharmatec,Pack Size: 20's,https://dawaai.pk/medicine/spasmomen-otilonium-bromide-tablet-7500.html,196,218
2688,Stiemazole Lotion,Stiefel,Pack Size: 60ml,https://dawaai.pk/medicine/stiemazol-lotion-7524.html,192,214
2689,Suxeed Sachet,Aqmar,Pack Size: 10 sachets,https://dawaai.pk/medicine/suxeed-sachet-7707.html,95,105
2690,Serenace,Searle,Pack Size: 1x50's,https://dawaai.pk/medicine/serenace-10-mg-tab-50s-9826.html,152,169
2691,Serenace,Searle,Pack Size: 1x100's,https://dawaai.pk/medicine/serenace-5-mg-tab-20s-9828.html,188,209
2692,Sunny D insta Vitamin D3,Scotman,Pack Size: 5 Amp x 1ml,https://dawaai.pk/medicine/sunny-d-inj-vitman-d3-5mg-9846.html,990,"1,100"
2693,Sunvit,High-Q,Pack Size: 1 Ampx1ml,https://dawaai.pk/medicine/sunvit-inj-1ml-vitamin-d3-9847.html,161,179
2694,Tenormin,ICI Pakistan Limited,Pack Size: 21's,https://dawaai.pk/medicine/Tenormin-Tablet100-31.html,358,398
2695,Tenormin,ICI Pakistan Limited,Pack Size: 1x21's,https://dawaai.pk/medicine/Tenormin-Tablet25-32.html,133,148
2696,Tenormin,ICI Pakistan Limited,Pack Size: 1x21's,https://dawaai.pk/medicine/Tenormin-Tablet50-33.html,235,261
2697,Tritace,Sanofi,Pack Size: 28,https://dawaai.pk/medicine/Tritace-Tablet25-71.html,452,502
2698,Tritace,Sanofi,Pack Size: 28s,https://dawaai.pk/medicine/Tritace-Tablet10-73.html,602,669
2699,Thyroxine,GlaxoSmithKline,Pack Size: 100,https://dawaai.pk/medicine/thyroxin-425.html,196,217
2700,Tiovair,Highnoon,Pack Size: 30s,https://dawaai.pk/medicine/tiovair-18mcg-450.html,210,233
2701,Tres Orix Forte,Highnoon,Pack Size: 120ml,https://dawaai.pk/medicine/tres-orix-forte-474.html,161,179
2702,Tiovair-F,Highnoon,Pack Size: 3 x 10's,https://dawaai.pk/medicine/tiovair-18mcg-533.html,297,330
2703,Tenoret,ICI Pakistan Limited,Pack Size: 14,https://dawaai.pk/medicine/tenoret-50-545.html,235,261
2704,Transamin,Hilton,Pack Size: 10x10's,https://dawaai.pk/medicine/transamin-250mg-598.html,150,167
2705,Transamin,Hilton,Pack Size: 2x10's,https://dawaai.pk/medicine/transamin-250mg-599.html,302,336
2706,Tarivid 200mg,Sanofi,Pack Size: 1x10's,https://dawaai.pk/medicine/tarivid-200mg-610.html,353,392
2707,Travatan,Novartis,Pack Size: 2.5 ml,https://dawaai.pk/medicine/travatan-759.html,"1,264","1,405"
2708,Telfast,Sanofi,Pack Size: 1 x 10's,https://dawaai.pk/medicine/telfast-180mg-988.html,485,539
2709,Treatan,Pharm Evo,Pack Size: 14s,https://dawaai.pk/medicine/treaten-8mg-1215.html,275,305
2710,Tryptanol,OBS,Pack Size: 10x10's,https://dawaai.pk/medicine/tryptanol-25mg-1251.html,23,26
2711,Tamsol-D,Global Pharma,Pack Size: 1x20's,https://dawaai.pk/medicine/tamsol-d-1266.html,"1,905","2,117"
2712,Travocort Cream,Bayer,Pack Size: 10gm,https://dawaai.pk/medicine/travocort-cream-1284.html,189,210
2713,Treatan 4mg,Pharm Evo,Pack Size: 1x14s,https://dawaai.pk/medicine/treatan-4mg-1366.html,257,285
2714,Trimelasin,Valor-Al Hameed,Pack Size: 30,https://dawaai.pk/medicine/trimelasin-cream-30g-1390.html,365,405
2715,Torex-IR,Platinum,Pack Size: 20,https://dawaai.pk/medicine/torex-ir-tab-550mg-1508.html,137,152
2716,Tearkool,Kobec Health Sciences,Pack Size: 10ml,https://dawaai.pk/medicine/tearkool-eye-drop-1525.html,220,244
2717,Terbiderm Forte 250mg,Atco,Pack Size: 10s,https://dawaai.pk/medicine/terbiderm-forte-250mg-1532.html,608,675
2718,Tricardin,Trigen Pharmaceutical,Pack Size: 30,https://dawaai.pk/medicine/tricardin-250mg-1712.html,389,433
2719,Tansin,Pharm Evo,Pack Size: 10,https://dawaai.pk/medicine/tansin-50mg-1717.html,181,201
2720,T-day,GlaxoSmithKline,Pack Size: 90ml,https://dawaai.pk/medicine/t-day--1718.html,111,124
2721,Tamsolin,Getz Pharma,Pack Size: 2 x 10's,https://dawaai.pk/medicine/tamsolin-04mg-1719.html,634,704
2722,Tanakan 40mg,Atco,Pack Size: 30,https://dawaai.pk/medicine/tanakan-40mg-1977.html,333,370
2723,The Vitamin Company Super Ginseng,The Vitamin Company,Pack Size: 1 x 20,https://dawaai.pk/medicine/the-vitmain-company-super-ginseng-2371.html,"2,250","2,500"
2724,The Vitamin Company Folic Acid,The Vitamin Company,Pack Size: 1 x 20's,https://dawaai.pk/medicine/the-vitmain-company-folic-acid-2381.html,675,750
2725,Tanzo,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/inj-tanzo-45gmtazobactumpiperacillin-6602.html,995,"1,106"
2726,Transamin,Hilton,Pack Size: 10 Ampx5ml,https://dawaai.pk/medicine/injtransamin-250mg5ml-tranexamic-acid-6613.html,75,83
2727,Transamin,Hilton,Pack Size: 10 Ampx5ml,https://dawaai.pk/medicine/injtransamin-500mg5ml-tranexamic-acid-6614.html,136,152
2728,Tanzo,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/tanzo-225gm-inj-7748.html,483,537
2729,Telfast D,Sanofi,Pack Size: 10s,https://dawaai.pk/medicine/telfast-d-fexofinadinepseudoephedrine-tablet-7762.html,200,223
2730,Telsarta 40mg Tablet,Pharm Evo,Pack Size: 1x10's,https://dawaai.pk/medicine/telsarta-40mg-tab-7763.html,225,250
2731,Tobrex 0.3% 5ml Eye Drop,Alcon Pharma,Pack Size: 1,https://dawaai.pk/medicine/tobrex-tobramycin-eye-drop-7787.html,268,298
2732,TRAVOGEN ( Isoconazole nitrate ) 10GM CREAM,Bayer,Pack Size: 1,https://dawaai.pk/medicine/travogen-isoconazole-nitrate-10gm-cream-7804.html,132,147
2733,Treatan,Pharm Evo,Pack Size: 2x14's,https://dawaai.pk/medicine/treatan-candesartan-16mg-tablet-7807.html,426,473
2734,Tenofo-B,Getz Pharma,Pack Size: 1 x 30's,https://dawaai.pk/medicine/tenofo-b-300mg-tablet-9872.html,"3,600","4,000"
2735,Tibol,Aspin Pharma,Pack Size: 1 x 28's,https://dawaai.pk/medicine/tibol-livial-25-mg-tab-28s-9878.html,"1,040","1,155"
2736,Triforge,Highnoon,Pack Size: 4x7's,https://dawaai.pk/medicine/triforge-10mg-320mg-25mg-10037.html,88,98
2737,Teph,Sami,Pack Size: 2x7's,https://dawaai.pk/medicine/teph-40mg-10560.html,176,196
2738,Tagip,Highnoon,Pack Size: 2x7's,https://dawaai.pk/medicine/tagip-11560.html,265,294
2739,Tagip,Highnoon,Pack Size: 2x7's,https://dawaai.pk/medicine/tagip-1-11561.html,113,126
2740,Tagip,Highnoon,Pack Size: 2x7's,https://dawaai.pk/medicine/tagip-2-11562.html,189,210
2741,Trevia,Getz Pharma,Pack Size: 2 x 7's,https://dawaai.pk/medicine/trevia-11563.html,344,383
2742,Trevia,Getz Pharma,Pack Size: 2 x 7's,https://dawaai.pk/medicine/trevia-2-11565.html,225,250
2743,TagipMet,Highnoon,Pack Size: 2x7's,https://dawaai.pk/medicine/tagipmet-11573.html,230,255
2744,Ulsanic,Highnoon,Pack Size: 1 x 10's,https://dawaai.pk/medicine/ulsanic-1gm-534.html,143,159
2745,Urso,AGP,Pack Size: 1x10's,https://dawaai.pk/medicine/urso-250mg-1731.html,540,600
2746,Urso,AGP,Pack Size: 1x10's,https://dawaai.pk/medicine/urso-50omg-1736.html,900,"1,000"
2747,Urodonal Granules ( syrup),Opal,Pack Size: 1,https://dawaai.pk/medicine/urodonal-granules-1851.html,311,346
2748,Urgesin,AGP,Pack Size: 1x10's,https://dawaai.pk/medicine/urgesin-10mg-1979.html,792,880
2749,Urgesin,AGP,Pack Size: 1x10's,https://dawaai.pk/medicine/urgesin-5mg-1980.html,567,630
2750,Ufrim 10 mg,High-Q,Pack Size: 1x14's,https://dawaai.pk/medicine/ufrim-10mg-tablet-7935.html,347,386
2751,Ufrim 20 mg,High-Q,Pack Size: 1x14's,https://dawaai.pk/medicine/ufrim-20mg-tablet-7936.html,342,380
2752,U-Progest,OBS,Pack Size: 3x10's,https://dawaai.pk/medicine/u-progest-micronized-progesterone-100mgconsig-7946.html,468,520
2753,Urigo,Sami,Pack Size: 20,https://dawaai.pk/medicine/urigo-13432.html,182,203
2754,Urigo,Sami,Pack Size: 20,https://dawaai.pk/medicine/urigo-1-13433.html,223,248
2755,Uriguard,Atco,Pack Size: 20,https://dawaai.pk/medicine/uriguard-13434.html,254,283
2756,Urodonal,Opal,Pack Size: 10 Sachet x 9 gm,https://dawaai.pk/medicine/urodonal-1-13565.html,31,35
2757,Uricon,Shaigan,Pack Size: 3 x 10's,https://dawaai.pk/medicine/uricon-13616.html,44,49
2758,Urivox,Zafa,Pack Size: 30,https://dawaai.pk/medicine/urivox-13618.html,95,105
2759,Ultima,Macter,Pack Size: 25ml,https://dawaai.pk/medicine/ultima-4-17029.html,115,128
2760,Ultima,Macter,Pack Size: 60ml,https://dawaai.pk/medicine/ultima-5-17030.html,352,391
2761,Ultima,Macter,Pack Size: 1x10's,https://dawaai.pk/medicine/ultima-6-17031.html,356,395
2762,Ultima,Macter,Pack Size: 1x10's,https://dawaai.pk/medicine/ultima-7-17032.html,531,590
2763,Uniclin,kaizen,Pack Size: 10,https://dawaai.pk/medicine/uniclin-1-17064.html,227,252
2764,Ulcez,Epla,Pack Size: 1x14's,https://dawaai.pk/medicine/ulcez-1-19253.html,260,289
2765,Utazid,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/utazid-26733.html,216,240
2766,Utazid,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/utazid-1-26734.html,107,119
2767,Utazid,Bosch,Pack Size: 1 Vial,https://dawaai.pk/medicine/utazid-2-26735.html,162,180
2768,Udic-B,Valor,Pack Size: 15gm,https://dawaai.pk/medicine/udic-b-cream-15g-28135.html,207,230
2769,Unix,Hilton,Pack Size: 2x10's,https://dawaai.pk/medicine/unix-35967.html,135,150
2770,Uperio,Novartis,Pack Size: 2x14's,https://dawaai.pk/medicine/uperio-100mg-36763.html,"2,009","2,232"
2771,Uperio,Novartis,Pack Size: 4x7's,https://dawaai.pk/medicine/uperio-200mg-36764.html,819,910
2772,U-Progest,OBS,Pack Size: 1x10's,https://dawaai.pk/medicine/u-progest-200mg-37194.html,828,920
2773,Uricontrol 5mg,Aspin Pharma,Pack Size: 10's,https://dawaai.pk/medicine/uricontrol-5mg-37204.html,369,410
2774,Urocit-K,Allmed Labs,Pack Size: 30's,https://dawaai.pk/medicine/urocit-k-10meq-37470.html,817,907
